id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
1,IPL-2008,Bangalore,18-04-2008,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Kolkata Knight Riders,140.0,0.0,BB McCullum,M Chinnaswamy Stadium,,,
2,IPL-2008,Chandigarh,19-04-2008,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Chennai Super Kings,33.0,0.0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",,,
3,IPL-2008,Delhi,19-04-2008,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,1,Delhi Capitals,0.0,9.0,MF Maharoof,Feroz Shah Kotla,,,
4,IPL-2008,Mumbai,20-04-2008,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,1,Royal Challengers Bangalore,0.0,5.0,MV Boucher,Wankhede Stadium,,,
5,IPL-2008,Kolkata,20-04-2008,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,normal,1,Kolkata Knight Riders,0.0,5.0,DJ Hussey,Eden Gardens,,,
6,IPL-2008,Jaipur,21-04-2008,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,1,Rajasthan Royals,0.0,6.0,SR Watson,Sawai Mansingh Stadium,,,
7,IPL-2008,Hyderabad,22-04-2008,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,1,Delhi Capitals,0.0,9.0,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",,,
8,IPL-2008,Chennai,23-04-2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Chennai Super Kings,6.0,0.0,ML Hayden,"MA Chidambaram Stadium, Chepauk",,,
9,IPL-2008,Hyderabad,24-04-2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,3.0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",,,
10,IPL-2008,Chandigarh,25-04-2008,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Punjab Kings,66.0,0.0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",,,
11,IPL-2008,Bangalore,26-04-2008,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,7.0,SR Watson,M Chinnaswamy Stadium,,,
12,IPL-2008,Chennai,26-04-2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,1,Chennai Super Kings,0.0,9.0,JDP Oram,"MA Chidambaram Stadium, Chepauk",,,
13,IPL-2008,Mumbai,27-04-2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,1,Deccan Chargers,0.0,10.0,AC Gilchrist,Dr DY Patil Sports Academy,,,
14,IPL-2008,Chandigarh,27-04-2008,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,1,Punjab Kings,0.0,4.0,SM Katich,"Punjab Cricket Association Stadium, Mohali",,,
15,IPL-2008,Bangalore,28-04-2008,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,1,Chennai Super Kings,13.0,0.0,MS Dhoni,M Chinnaswamy Stadium,,,
16,IPL-2008,Kolkata,29-04-2008,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,1,Mumbai Indians,0.0,7.0,ST Jayasuriya,Eden Gardens,,,
17,IPL-2008,Delhi,30-04-2008,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Delhi Capitals,10.0,0.0,GD McGrath,Feroz Shah Kotla,,,
18,IPL-2008,Hyderabad,01-05-2008,Deccan Chargers,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,7.0,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",,,
19,IPL-2008,Jaipur,01-05-2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,1,Rajasthan Royals,45.0,0.0,SA Asnodkar,Sawai Mansingh Stadium,,,
20,IPL-2008,Chennai,02-05-2008,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,1,Delhi Capitals,0.0,8.0,V Sehwag,"MA Chidambaram Stadium, Chepauk",,,
21,IPL-2008,Chandigarh,03-05-2008,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,1,Punjab Kings,9.0,0.0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",,,
22,IPL-2008,Bangalore,03-05-2008,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,1,Royal Challengers Bangalore,3.0,0.0,P Kumar,M Chinnaswamy Stadium,,,
23,IPL-2008,Mumbai,04-05-2008,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Mumbai Indians,29.0,0.0,SM Pollock,Dr DY Patil Sports Academy,,,
24,IPL-2008,Jaipur,04-05-2008,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,1,Rajasthan Royals,0.0,8.0,Sohail Tanvir,Sawai Mansingh Stadium,,,
25,IPL-2008,Bangalore,05-05-2008,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,S Sreesanth,M Chinnaswamy Stadium,,,
26,IPL-2008,Chennai,06-05-2008,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,1,Deccan Chargers,0.0,7.0,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",,,
27,IPL-2008,Mumbai,07-05-2008,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,7.0,A Nehra,Dr DY Patil Sports Academy,,,
28,IPL-2008,Delhi,08-05-2008,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,4.0,MS Dhoni,Feroz Shah Kotla,,,
29,IPL-2008,Kolkata,08-05-2008,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,5.0,0.0,SC Ganguly,Eden Gardens,,,
30,IPL-2008,Jaipur,09-05-2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,8.0,YK Pathan,Sawai Mansingh Stadium,,,
31,IPL-2008,Chennai,10-05-2008,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,1,Chennai Super Kings,18.0,0.0,L Balaji,"MA Chidambaram Stadium, Chepauk",,,
32,IPL-2008,Hyderabad,11-05-2008,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,23.0,0.0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",,,
33,IPL-2008,Jaipur,11-05-2008,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,3.0,SR Watson,Sawai Mansingh Stadium,,,
34,IPL-2008,Chandigarh,12-05-2008,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,1,Punjab Kings,0.0,9.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",,,
35,IPL-2008,Kolkata,13-05-2008,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,23.0,0.0,Shoaib Akhtar,Eden Gardens,,,
36,IPL-2008,Mumbai,14-05-2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,9.0,ST Jayasuriya,Wankhede Stadium,,,
37,IPL-2008,Delhi,15-05-2008,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,normal,1,Delhi Capitals,12.0,0.0,A Mishra,Feroz Shah Kotla,,,
38,IPL-2008,Mumbai,16-05-2008,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,8.0,SM Pollock,Wankhede Stadium,,,
39,IPL-2008,Delhi,17-05-2008,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,1,Punjab Kings,6.0,0.0,DPMD Jayawardene,Feroz Shah Kotla,,,
40,IPL-2008,Jaipur,17-05-2008,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Rajasthan Royals,65.0,0.0,GC Smith,Sawai Mansingh Stadium,,,
41,IPL-2008,Hyderabad,18-05-2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,1,Mumbai Indians,25.0,0.0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",,,
42,IPL-2008,Kolkata,18-05-2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,1,Chennai Super Kings,3.0,0.0,M Ntini,Eden Gardens,,,
43,IPL-2008,Bangalore,19-05-2008,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,5.0,SP Goswami,M Chinnaswamy Stadium,,,
44,IPL-2008,Kolkata,20-05-2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,6.0,YK Pathan,Eden Gardens,,,
45,IPL-2008,Mumbai,21-05-2008,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Punjab Kings,1.0,0.0,SE Marsh,Wankhede Stadium,,,
46,IPL-2008,Chennai,21-05-2008,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,1,Royal Challengers Bangalore,14.0,0.0,A Kumble,"MA Chidambaram Stadium, Chepauk",,,
47,IPL-2008,Chandigarh,23-05-2008,Deccan Chargers,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",,,
48,IPL-2008,Delhi,24-05-2008,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,5.0,KD Karthik,Feroz Shah Kotla,,,
49,IPL-2008,Chennai,24-05-2008,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,1,Rajasthan Royals,10.0,0.0,JA Morkel,"MA Chidambaram Stadium, Chepauk",,,
50,IPL-2008,Hyderabad,25-05-2008,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,1,Royal Challengers Bangalore,0.0,5.0,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",,,
51,IPL-2008,Kolkata,25-05-2008,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,1,Kolkata Knight Riders,0.0,3.0,Umar Gul,Eden Gardens,,,
52,IPL-2008,Jaipur,26-05-2008,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,5.0,Sohail Tanvir,Sawai Mansingh Stadium,,,
53,IPL-2008,Hyderabad,27-05-2008,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,1,Chennai Super Kings,0.0,7.0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",,,
54,IPL-2008,Bangalore,28-05-2008,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,9.0,CRD Fernando,M Chinnaswamy Stadium,,,
55,IPL-2008,Chandigarh,28-05-2008,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Punjab Kings,41.0,0.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",,,
56,IPL-2008,Mumbai,30-05-2008,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Rajasthan Royals,105.0,0.0,SR Watson,Wankhede Stadium,,,
57,IPL-2008,Mumbai,31-05-2008,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,normal,1,Chennai Super Kings,0.0,9.0,M Ntini,Wankhede Stadium,,,
58,IPL-2008,Mumbai,01-06-2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,3.0,YK Pathan,Dr DY Patil Sports Academy,,,
59,IPL-2009,Cape Town,18-04-2009,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Mumbai Indians,19.0,0.0,SR Tendulkar,Newlands,,,
60,IPL-2009,Cape Town,18-04-2009,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,1,Royal Challengers Bangalore,75.0,0.0,R Dravid,Newlands,,,
61,IPL-2009,Cape Town,19-04-2009,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,10.0,DL Vettori,Newlands,,,
62,IPL-2009,Cape Town,19-04-2009,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,1,Deccan Chargers,0.0,8.0,RP Singh,Newlands,,,
63,IPL-2009,Port Elizabeth,20-04-2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,1,Chennai Super Kings,92.0,0.0,M Muralitharan,St George's Park,,,
64,IPL-2009,Durban,21-04-2009,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,11.0,0.0,CH Gayle,Kingsmead,,,
65,IPL-2009,Cape Town,22-04-2009,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,1,Deccan Chargers,24.0,0.0,AC Gilchrist,Newlands,,,
66,IPL-2009,Durban,23-04-2009,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,1,Delhi Capitals,9.0,0.0,AB de Villiers,Kingsmead,,,
67,IPL-2009,Cape Town,23-04-2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,1,Unknown,0.0,0.0,YK Pathan,Newlands,,,
68,IPL-2009,Durban,24-04-2009,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,1,Punjab Kings,0.0,7.0,RS Bopara,Kingsmead,,,
69,IPL-2009,Durban,25-04-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,1,Deccan Chargers,12.0,0.0,PP Ojha,Kingsmead,,,
70,IPL-2009,Port Elizabeth,26-04-2009,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,1,Delhi Capitals,0.0,6.0,TM Dilshan,St George's Park,,,
71,IPL-2009,Cape Town,26-04-2009,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,1,Punjab Kings,27.0,0.0,KC Sangakkara,Newlands,,,
72,IPL-2009,Durban,27-04-2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,1,Deccan Chargers,0.0,6.0,HH Gibbs,Kingsmead,,,
73,IPL-2009,Port Elizabeth,27-04-2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,1,Mumbai Indians,92.0,0.0,SR Tendulkar,St George's Park,,,
74,IPL-2009,Centurion,28-04-2009,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,1,Rajasthan Royals,0.0,5.0,YK Pathan,SuperSport Park,,,
75,IPL-2009,Durban,29-04-2009,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,1,Royal Challengers Bangalore,0.0,5.0,MV Boucher,Kingsmead,,,
76,IPL-2009,Durban,29-04-2009,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,1,Punjab Kings,3.0,0.0,KC Sangakkara,Kingsmead,,,
77,IPL-2009,Centurion,30-04-2009,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,6.0,DP Nannes,SuperSport Park,,,
78,IPL-2009,Centurion,30-04-2009,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Chennai Super Kings,38.0,0.0,SK Raina,SuperSport Park,,,
79,IPL-2009,East London,01-05-2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,1,Mumbai Indians,9.0,0.0,JP Duminy,Buffalo Park,,,
80,IPL-2009,Durban,01-05-2009,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,1,Royal Challengers Bangalore,8.0,0.0,Yuvraj Singh,Kingsmead,,,
81,IPL-2009,Port Elizabeth,02-05-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,1,Rajasthan Royals,0.0,3.0,YK Pathan,St George's Park,,,
82,IPL-2009,Johannesburg,02-05-2009,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Chennai Super Kings,18.0,0.0,SB Jakati,New Wanderers Stadium,,,
83,IPL-2009,Port Elizabeth,03-05-2009,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,1,Punjab Kings,0.0,6.0,DPMD Jayawardene,St George's Park,,,
84,IPL-2009,Johannesburg,03-05-2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,1,Royal Challengers Bangalore,0.0,9.0,JH Kallis,New Wanderers Stadium,,,
85,IPL-2009,East London,04-05-2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,1,Chennai Super Kings,78.0,0.0,MS Dhoni,Buffalo Park,,,
86,IPL-2009,Durban,05-05-2009,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,1,Rajasthan Royals,78.0,0.0,GC Smith,Kingsmead,,,
87,IPL-2009,Durban,05-05-2009,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,1,Delhi Capitals,0.0,9.0,G Gambhir,Kingsmead,,,
88,IPL-2009,Centurion,06-05-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,1,Deccan Chargers,19.0,0.0,RG Sharma,SuperSport Park,,,
89,IPL-2009,Centurion,07-05-2009,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,7.0,A Singh,SuperSport Park,,,
90,IPL-2009,Centurion,07-05-2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Chennai Super Kings,12.0,0.0,ML Hayden,SuperSport Park,,,
91,IPL-2009,East London,08-05-2009,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,1,Delhi Capitals,0.0,7.0,A Nehra,Buffalo Park,,,
92,IPL-2009,Kimberley,09-05-2009,Deccan Chargers,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,3.0,DPMD Jayawardene,De Beers Diamond Oval,,,
93,IPL-2009,Kimberley,09-05-2009,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,1,Chennai Super Kings,0.0,7.0,S Badrinath,De Beers Diamond Oval,,,
94,IPL-2009,Port Elizabeth,10-05-2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,1,Mumbai Indians,16.0,0.0,JP Duminy,St George's Park,,,
95,IPL-2009,Johannesburg,10-05-2009,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,7.0,A Mishra,New Wanderers Stadium,,,
96,IPL-2009,Kimberley,11-05-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,1,Deccan Chargers,53.0,0.0,DR Smith,De Beers Diamond Oval,,,
97,IPL-2009,Centurion,12-05-2009,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,6.0,LRPL Taylor,SuperSport Park,,,
98,IPL-2009,Centurion,12-05-2009,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,1,Mumbai Indians,0.0,8.0,Harbhajan Singh,SuperSport Park,,,
99,IPL-2009,Durban,13-05-2009,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,normal,1,Delhi Capitals,12.0,0.0,R Bhatia,Kingsmead,,,
100,IPL-2009,Durban,14-05-2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,1,Royal Challengers Bangalore,0.0,2.0,LRPL Taylor,Kingsmead,,,
101,IPL-2009,Durban,14-05-2009,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,1,Rajasthan Royals,2.0,0.0,SK Warne,Kingsmead,,,
102,IPL-2009,Bloemfontein,15-05-2009,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,B Lee,OUTsurance Oval,,,
103,IPL-2009,Port Elizabeth,16-05-2009,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,1,Chennai Super Kings,0.0,7.0,ML Hayden,St George's Park,,,
104,IPL-2009,Johannesburg,16-05-2009,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,1,Deccan Chargers,0.0,6.0,RG Sharma,New Wanderers Stadium,,,
105,IPL-2009,Johannesburg,17-05-2009,Punjab Kings,Deccan Chargers,Deccan Chargers,field,normal,1,Punjab Kings,1.0,0.0,Yuvraj Singh,New Wanderers Stadium,,,
106,IPL-2009,Bloemfontein,17-05-2009,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,1,Delhi Capitals,14.0,0.0,AB de Villiers,OUTsurance Oval,,,
107,IPL-2009,Centurion,18-05-2009,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,0.0,7.0,BJ Hodge,SuperSport Park,,,
108,IPL-2009,Johannesburg,19-05-2009,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,1,Royal Challengers Bangalore,0.0,7.0,JH Kallis,New Wanderers Stadium,,,
109,IPL-2009,Durban,20-05-2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,4.0,LR Shukla,Kingsmead,,,
110,IPL-2009,Durban,20-05-2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Chennai Super Kings,24.0,0.0,M Muralitharan,Kingsmead,,,
111,IPL-2009,Centurion,21-05-2009,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,4.0,V Sehwag,SuperSport Park,,,
112,IPL-2009,Centurion,21-05-2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,normal,1,Royal Challengers Bangalore,12.0,0.0,MK Pandey,SuperSport Park,,,
113,IPL-2009,Centurion,22-05-2009,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,normal,1,Deccan Chargers,0.0,6.0,AC Gilchrist,SuperSport Park,,,
114,IPL-2009,Johannesburg,23-05-2009,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,6.0,MK Pandey,New Wanderers Stadium,,,
115,IPL-2009,Johannesburg,24-05-2009,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Deccan Chargers,6.0,0.0,A Kumble,New Wanderers Stadium,,,
116,IPL-2010,Mumbai,12-03-2010,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,1,Kolkata Knight Riders,11.0,0.0,AD Mathews,Dr DY Patil Sports Academy,,,
117,IPL-2010,Mumbai,13-03-2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,1,Mumbai Indians,4.0,0.0,YK Pathan,Brabourne Stadium,,,
118,IPL-2010,Chandigarh,13-03-2010,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,5.0,G Gambhir,"Punjab Cricket Association Stadium, Mohali",,,
119,IPL-2010,Kolkata,14-03-2010,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,7.0,MK Tiwary,Eden Gardens,,,
120,IPL-2010,Chennai,14-03-2010,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,1,Deccan Chargers,31.0,0.0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",,,
121,IPL-2010,Ahmedabad,15-03-2010,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,6.0,V Sehwag,"Sardar Patel Stadium, Motera",,,
122,IPL-2010,Bangalore,16-03-2010,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,1,Royal Challengers Bangalore,0.0,8.0,JH Kallis,M Chinnaswamy Stadium,,,
123,IPL-2010,Kolkata,16-03-2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Chennai Super Kings,55.0,0.0,MS Dhoni,Eden Gardens,,,
124,IPL-2010,Delhi,17-03-2010,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Mumbai Indians,98.0,0.0,SR Tendulkar,Feroz Shah Kotla,,,
125,IPL-2010,Bangalore,18-03-2010,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,10.0,JH Kallis,M Chinnaswamy Stadium,,,
126,IPL-2010,Delhi,19-03-2010,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,1,Chennai Super Kings,0.0,5.0,ML Hayden,Feroz Shah Kotla,,,
127,IPL-2010,Cuttack,19-03-2010,Deccan Chargers,Punjab Kings,Punjab Kings,field,normal,1,Deccan Chargers,6.0,0.0,A Symonds,Barabati Stadium,,,
128,IPL-2010,Ahmedabad,20-03-2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,1,Rajasthan Royals,34.0,0.0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",,,
129,IPL-2010,Mumbai,20-03-2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,1,Royal Challengers Bangalore,0.0,7.0,JH Kallis,Brabourne Stadium,,,
130,IPL-2010,Cuttack,21-03-2010,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,1,Deccan Chargers,10.0,0.0,A Symonds,Barabati Stadium,,,
131,IPL-2010,Chennai,21-03-2010,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,tie,1,Unknown,0.0,0.0,J Theron,"MA Chidambaram Stadium, Chepauk",,,
132,IPL-2010,Mumbai,22-03-2010,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,1,Mumbai Indians,0.0,7.0,SR Tendulkar,Brabourne Stadium,,,
133,IPL-2010,Bangalore,23-03-2010,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Royal Challengers Bangalore,36.0,0.0,RV Uthappa,M Chinnaswamy Stadium,,,
134,IPL-2010,Chandigarh,24-03-2010,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,1,Rajasthan Royals,31.0,0.0,AC Voges,"Punjab Cricket Association Stadium, Mohali",,,
135,IPL-2010,Mumbai,25-03-2010,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,5.0,SR Tendulkar,"Brabourne Stadium, Mumbai",,,
136,IPL-2010,Bangalore,25-03-2010,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Delhi Capitals,17.0,0.0,KM Jadhav,M Chinnaswamy Stadium,,,
137,IPL-2010,Ahmedabad,26-03-2010,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,1,Rajasthan Royals,0.0,8.0,YK Pathan,"Sardar Patel Stadium, Motera",,,
138,IPL-2010,Chandigarh,27-03-2010,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,39.0,0.0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",,,
139,IPL-2010,Ahmedabad,28-03-2010,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,1,Rajasthan Royals,17.0,0.0,NV Ojha,"Sardar Patel Stadium, Motera",,,
