id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
634,IPL-2017,Bangalore,17-05-2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,7.0,NM Coulter-Nile,M Chinnaswamy Stadium,,,
635,IPL-2017,Bangalore,19-05-2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,6.0,KV Sharma,M Chinnaswamy Stadium,,,
636,IPL-2017,Hyderabad,21-05-2017,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,1,Mumbai Indians,1.0,0.0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",,,
637,IPL-2018,Mumbai,07-04-2018,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,1.0,DJ Bravo,Wankhede Stadium,,,
638,IPL-2018,Chandigarh,08-04-2018,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,KL Rahul,Punjab Cricket Association IS Bindra Stadium,,,
639,IPL-2018,Kolkata,08-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,4.0,SP Narine,Eden Gardens,,,
640,IPL-2018,Hyderabad,09-04-2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,9.0,S Dhawan,Rajiv Gandhi International Stadium,,,
641,IPL-2018,Chennai,10-04-2018,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,5.0,SW Billings,MA Chidambaram Stadium,,,
642,IPL-2018,Jaipur,11-04-2018,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Rajasthan Royals,10.0,0.0,SV Samson,Sawai Mansingh Stadium,,,
643,IPL-2018,Hyderabad,12-04-2018,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,1.0,Rashid Khan,Rajiv Gandhi International Stadium,,,
644,IPL-2018,Bengaluru,13-04-2018,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,4.0,UT Yadav,M.Chinnaswamy Stadium,,,
645,IPL-2018,Mumbai,14-04-2018,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,7.0,JJ Roy,Wankhede Stadium,,,
646,IPL-2018,Kolkata,14-04-2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,5.0,B Stanlake,Eden Gardens,,,
647,IPL-2018,Bengaluru,15-04-2018,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Rajasthan Royals,19.0,0.0,SV Samson,M.Chinnaswamy Stadium,,,
648,IPL-2018,Chandigarh,15-04-2018,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,1,Punjab Kings,4.0,0.0,CH Gayle,Punjab Cricket Association IS Bindra Stadium,,,
649,IPL-2018,Kolkata,16-04-2018,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,1,Kolkata Knight Riders,71.0,0.0,N Rana,Eden Gardens,,,
650,IPL-2018,Mumbai,17-04-2018,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Mumbai Indians,46.0,0.0,RG Sharma,Wankhede Stadium,,,
651,IPL-2018,Jaipur,18-04-2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,7.0,N Rana,Sawai Mansingh Stadium,,,
652,IPL-2018,Chandigarh,19-04-2018,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,normal,1,Punjab Kings,15.0,0.0,CH Gayle,Punjab Cricket Association IS Bindra Stadium,,,
653,IPL-2018,Pune,20-04-2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Chennai Super Kings,64.0,0.0,SR Watson,Maharashtra Cricket Association Stadium,,,
654,IPL-2018,Kolkata,21-04-2018,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,9.0,KL Rahul,Eden Gardens,,,
655,IPL-2018,Bengaluru,21-04-2018,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,6.0,AB de Villiers,M.Chinnaswamy Stadium,,,
656,IPL-2018,Hyderabad,22-04-2018,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Chennai Super Kings,4.0,0.0,AT Rayudu,Rajiv Gandhi International Stadium,,,
657,IPL-2018,Jaipur,22-04-2018,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,1,Rajasthan Royals,0.0,3.0,JC Archer,Sawai Mansingh Stadium,,,
658,IPL-2018,Delhi,23-04-2018,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Punjab Kings,4.0,0.0,AS Rajpoot,Arun Jaitley Stadium,,,
659,IPL-2018,Mumbai,24-04-2018,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,1,Sunrisers Hyderabad,31.0,0.0,Rashid Khan,Wankhede Stadium,,,
660,IPL-2018,Bengaluru,25-04-2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,5.0,MS Dhoni,M.Chinnaswamy Stadium,,,
661,IPL-2018,Hyderabad,26-04-2018,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,1,Sunrisers Hyderabad,13.0,0.0,AS Rajpoot,Rajiv Gandhi International Stadium,,,
662,IPL-2018,Delhi,27-04-2018,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Delhi Capitals,55.0,0.0,SS Iyer,Arun Jaitley Stadium,,,
663,IPL-2018,Pune,28-04-2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,8.0,RG Sharma,Maharashtra Cricket Association Stadium,,,
664,IPL-2018,Jaipur,29-04-2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,1,Sunrisers Hyderabad,11.0,0.0,KS Williamson,Sawai Mansingh Stadium,,,
665,IPL-2018,Bengaluru,29-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,6.0,CA Lynn,M.Chinnaswamy Stadium,,,
666,IPL-2018,Pune,30-04-2018,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Chennai Super Kings,13.0,0.0,SR Watson,Maharashtra Cricket Association Stadium,,,
667,IPL-2018,Bengaluru,01-05-2018,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Royal Challengers Bangalore,14.0,0.0,TG Southee,M.Chinnaswamy Stadium,,,
668,IPL-2018,Delhi,02-05-2018,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,1,Delhi Capitals,4.0,0.0,RR Pant,Arun Jaitley Stadium,,,
669,IPL-2018,Kolkata,03-05-2018,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,6.0,SP Narine,Eden Gardens,,,
670,IPL-2018,Indore,04-05-2018,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,6.0,SA Yadav,Holkar Cricket Stadium,,,
671,IPL-2018,Pune,05-05-2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,6.0,RA Jadeja,Maharashtra Cricket Association Stadium,,,
672,IPL-2018,Hyderabad,05-05-2018,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,1,Sunrisers Hyderabad,0.0,7.0,Rashid Khan,Rajiv Gandhi International Stadium,,,
673,IPL-2018,Mumbai,06-05-2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Mumbai Indians,13.0,0.0,HH Pandya,Wankhede Stadium,,,
674,IPL-2018,Indore,06-05-2018,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,Mujeeb Ur Rahman,Holkar Cricket Stadium,,,
675,IPL-2018,Hyderabad,07-05-2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Sunrisers Hyderabad,5.0,0.0,KS Williamson,Rajiv Gandhi International Stadium,,,
676,IPL-2018,Jaipur,08-05-2018,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,normal,1,Rajasthan Royals,15.0,0.0,JC Buttler,Sawai Mansingh Stadium,,,
677,IPL-2018,Kolkata,09-05-2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Mumbai Indians,102.0,0.0,Ishan Kishan,Eden Gardens,,,
678,IPL-2018,Delhi,10-05-2018,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,1,Sunrisers Hyderabad,0.0,9.0,S Dhawan,Arun Jaitley Stadium,,,
679,IPL-2018,Jaipur,11-05-2018,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,1,Rajasthan Royals,0.0,4.0,JC Buttler,Sawai Mansingh Stadium,,,
680,IPL-2018,Indore,12-05-2018,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,1,Kolkata Knight Riders,31.0,0.0,SP Narine,Holkar Cricket Stadium,,,
681,IPL-2018,Delhi,12-05-2018,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,5.0,AB de Villiers,Arun Jaitley Stadium,,,
682,IPL-2018,Pune,13-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,8.0,AT Rayudu,Maharashtra Cricket Association Stadium,,,
683,IPL-2018,Mumbai,13-05-2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,7.0,JC Buttler,Wankhede Stadium,,,
684,IPL-2018,Indore,14-05-2018,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,10.0,UT Yadav,Holkar Cricket Stadium,,,
685,IPL-2018,Kolkata,15-05-2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,6.0,Kuldeep Yadav,Eden Gardens,,,
686,IPL-2018,Mumbai,16-05-2018,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,1,Mumbai Indians,3.0,0.0,JJ Bumrah,Wankhede Stadium,,,
687,IPL-2018,Bengaluru,17-05-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Royal Challengers Bangalore,14.0,0.0,AB de Villiers,M.Chinnaswamy Stadium,,,
688,IPL-2018,Delhi,18-05-2018,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,1,Delhi Capitals,34.0,0.0,HV Patel,Arun Jaitley Stadium,,,
689,IPL-2018,Jaipur,19-05-2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,1,Rajasthan Royals,30.0,0.0,S Gopal,Sawai Mansingh Stadium,,,
690,IPL-2018,Hyderabad,19-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,1,Kolkata Knight Riders,0.0,5.0,CA Lynn,Rajiv Gandhi International Stadium,,,
691,IPL-2018,Delhi,20-05-2018,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,1,Delhi Capitals,11.0,0.0,A Mishra,Arun Jaitley Stadium,,,
692,IPL-2018,Pune,20-05-2018,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,5.0,L Ngidi,Maharashtra Cricket Association Stadium,,,
693,IPL-2018,Mumbai,22-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,2.0,F du Plessis,Wankhede Stadium,,,
694,IPL-2018,Kolkata,23-05-2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,1,Kolkata Knight Riders,25.0,0.0,AD Russell,Eden Gardens,,,
695,IPL-2018,Kolkata,25-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Sunrisers Hyderabad,14.0,0.0,Rashid Khan,Eden Gardens,,,
696,IPL-2018,Mumbai,27-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,8.0,SR Watson,Wankhede Stadium,,,
697,IPL-2019,Chennai,23-03-2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,7.0,Harbhajan Singh,MA Chidambaram Stadium,,,
698,IPL-2019,Kolkata,24-03-2019,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,6.0,AD Russell,Eden Gardens,,,
699,IPL-2019,Mumbai,24-03-2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,1,Delhi Capitals,37.0,0.0,RR Pant,Wankhede Stadium,,,
700,IPL-2019,Jaipur,25-03-2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Punjab Kings,14.0,0.0,CH Gayle,Sawai Mansingh Stadium,,,
701,IPL-2019,Delhi,26-03-2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,1,Chennai Super Kings,0.0,6.0,SR Watson,Arun Jaitley Stadium,,,
702,IPL-2019,Kolkata,27-03-2019,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,1,Kolkata Knight Riders,28.0,0.0,AD Russell,Eden Gardens,,,
703,IPL-2019,Bengaluru,28-03-2019,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Mumbai Indians,6.0,0.0,JJ Bumrah,M.Chinnaswamy Stadium,,,
704,IPL-2019,Hyderabad,29-03-2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,1,Sunrisers Hyderabad,0.0,5.0,Rashid Khan,Rajiv Gandhi International Stadium,,,
705,IPL-2019,Chandigarh,30-03-2019,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,8.0,MA Agarwal,Punjab Cricket Association IS Bindra Stadium,,,
706,IPL-2019,Delhi,30-03-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,tie,1,Unknown,0.0,0.0,PP Shaw,Arun Jaitley Stadium,,,
707,IPL-2019,Hyderabad,31-03-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Sunrisers Hyderabad,118.0,0.0,JM Bairstow,Rajiv Gandhi International Stadium,,,
708,IPL-2019,Chennai,31-03-2019,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Chennai Super Kings,8.0,0.0,MS Dhoni,MA Chidambaram Stadium,,,
709,IPL-2019,Chandigarh,01-04-2019,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Punjab Kings,14.0,0.0,SM Curran,Punjab Cricket Association IS Bindra Stadium,,,
710,IPL-2019,Jaipur,02-04-2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,7.0,S Gopal,Sawai Mansingh Stadium,,,
711,IPL-2019,Mumbai,03-04-2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Mumbai Indians,37.0,0.0,HH Pandya,Wankhede Stadium,,,
712,IPL-2019,Delhi,04-04-2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,5.0,JM Bairstow,Arun Jaitley Stadium,,,
713,IPL-2019,Bengaluru,05-04-2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,5.0,AD Russell,M.Chinnaswamy Stadium,,,
714,IPL-2019,Chennai,06-04-2019,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Chennai Super Kings,22.0,0.0,Harbhajan Singh,MA Chidambaram Stadium,,,
715,IPL-2019,Hyderabad,06-04-2019,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Mumbai Indians,40.0,0.0,AS Joseph,Rajiv Gandhi International Stadium,,,
716,IPL-2019,Bengaluru,07-04-2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,4.0,K Rabada,M.Chinnaswamy Stadium,,,
717,IPL-2019,Jaipur,07-04-2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,8.0,HF Gurney,Sawai Mansingh Stadium,,,
718,IPL-2019,Chandigarh,08-04-2019,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,KL Rahul,Punjab Cricket Association IS Bindra Stadium,,,
719,IPL-2019,Chennai,09-04-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,7.0,DL Chahar,MA Chidambaram Stadium,,,
720,IPL-2019,Mumbai,10-04-2019,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,3.0,KA Pollard,Wankhede Stadium,,,
721,IPL-2019,Jaipur,11-04-2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,4.0,MS Dhoni,Sawai Mansingh Stadium,,,
722,IPL-2019,Kolkata,12-04-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,7.0,S Dhawan,Eden Gardens,,,
723,IPL-2019,Mumbai,13-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,4.0,JC Buttler,Wankhede Stadium,,,
724,IPL-2019,Chandigarh,13-04-2019,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,8.0,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,,,
725,IPL-2019,Kolkata,14-04-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,5.0,Imran Tahir,Eden Gardens,,,
726,IPL-2019,Hyderabad,14-04-2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Delhi Capitals,39.0,0.0,KMA Paul,Rajiv Gandhi International Stadium,,,
727,IPL-2019,Mumbai,15-04-2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,5.0,SL Malinga,Wankhede Stadium,,,
728,IPL-2019,Chandigarh,16-04-2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Punjab Kings,12.0,0.0,R Ashwin,Punjab Cricket Association IS Bindra Stadium,,,
729,IPL-2019,Hyderabad,17-04-2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,1,Sunrisers Hyderabad,0.0,6.0,DA Warner,Rajiv Gandhi International Stadium,,,
730,IPL-2019,Delhi,18-04-2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,1,Mumbai Indians,40.0,0.0,HH Pandya,Arun Jaitley Stadium,,,
731,IPL-2019,Kolkata,19-04-2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Royal Challengers Bangalore,10.0,0.0,V Kohli,Eden Gardens,,,
732,IPL-2019,Jaipur,20-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,5.0,SPD Smith,Sawai Mansingh Stadium,,,
733,IPL-2019,Delhi,20-04-2019,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,5.0,SS Iyer,Arun Jaitley Stadium,,,
734,IPL-2019,Hyderabad,21-04-2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,9.0,KK Ahmed,Rajiv Gandhi International Stadium,,,
735,IPL-2019,Bengaluru,21-04-2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Royal Challengers Bangalore,1.0,0.0,PA Patel,M.Chinnaswamy Stadium,,,
736,IPL-2019,Jaipur,22-04-2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,6.0,RR Pant,Sawai Mansingh Stadium,,,
737,IPL-2019,Chennai,23-04-2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,6.0,SR Watson,MA Chidambaram Stadium,,,
738,IPL-2019,Bengaluru,24-04-2019,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,1,Royal Challengers Bangalore,17.0,0.0,AB de Villiers,M.Chinnaswamy Stadium,,,
739,IPL-2019,Kolkata,25-04-2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,3.0,VR Aaron,Eden Gardens,,,
740,IPL-2019,Chennai,26-04-2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Mumbai Indians,46.0,0.0,RG Sharma,MA Chidambaram Stadium,,,
741,IPL-2019,Jaipur,27-04-2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,7.0,JD Unadkat,Sawai Mansingh Stadium,,,
742,IPL-2019,Delhi,28-04-2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,1,Delhi Capitals,16.0,0.0,S Dhawan,Arun Jaitley Stadium,,,
743,IPL-2019,Kolkata,28-04-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Kolkata Knight Riders,34.0,0.0,AD Russell,Eden Gardens,,,
744,IPL-2019,Hyderabad,29-04-2019,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,1,Sunrisers Hyderabad,45.0,0.0,DA Warner,Rajiv Gandhi International Stadium,,,
745,IPL-2019,Bengaluru,30-04-2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,1,Unknown,0.0,0.0,Unknown,M.Chinnaswamy Stadium,,,
746,IPL-2019,Chennai,01-05-2019,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Chennai Super Kings,80.0,0.0,MS Dhoni,MA Chidambaram Stadium,,,
747,IPL-2019,Mumbai,02-05-2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,tie,1,Unknown,0.0,0.0,JJ Bumrah,Wankhede Stadium,,,
748,IPL-2019,Chandigarh,03-05-2019,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,7.0,Shubman Gill,Punjab Cricket Association IS Bindra Stadium,,,
749,IPL-2019,Delhi,04-05-2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,1,Delhi Capitals,0.0,5.0,A Mishra,Arun Jaitley Stadium,,,
750,IPL-2019,Bengaluru,04-05-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,4.0,SO Hetmyer,M.Chinnaswamy Stadium,,,
751,IPL-2019,Chandigarh,05-05-2019,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,KL Rahul,Punjab Cricket Association IS Bindra Stadium,,,
752,IPL-2019,Mumbai,05-05-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,9.0,HH Pandya,Wankhede Stadium,,,
753,IPL-2019,Chennai,07-05-2019,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,1,Mumbai Indians,0.0,6.0,SA Yadav,MA Chidambaram Stadium,,,
754,IPL-2019,Visakhapatnam,08-05-2019,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,2.0,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
755,IPL-2019,Visakhapatnam,10-05-2019,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,6.0,F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
756,IPL-2019,Hyderabad,12-05-2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,1,Mumbai Indians,1.0,0.0,JJ Bumrah,Rajiv Gandhi International Stadium,,,
757,IPL-2021,Abu Dhabi,19-09-2020,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,5.0,AT Rayudu,Sheikh Zayed Stadium,,,
758,IPL-2021,Unknown,20-09-2020,Delhi Capitals,Punjab Kings,Punjab Kings,field,tie,1,Unknown,0.0,0.0,MP Stoinis,Dubai International Cricket Stadium,,,
759,IPL-2021,Unknown,21-09-2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Royal Challengers Bangalore,10.0,0.0,YS Chahal,Dubai International Cricket Stadium,,,
760,IPL-2021,Unknown,22-09-2020,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,1,Rajasthan Royals,16.0,0.0,SV Samson,Sharjah Cricket Stadium,,,
761,IPL-2021,Abu Dhabi,23-09-2020,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Mumbai Indians,49.0,0.0,RG Sharma,Sheikh Zayed Stadium,,,
762,IPL-2021,Unknown,24-09-2020,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Punjab Kings,97.0,0.0,KL Rahul,Dubai International Cricket Stadium,,,
763,IPL-2021,Unknown,25-09-2020,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,1,Delhi Capitals,44.0,0.0,PP Shaw,Dubai International Cricket Stadium,,,
764,IPL-2021,Abu Dhabi,26-09-2020,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,1,Kolkata Knight Riders,0.0,7.0,Shubman Gill,Sheikh Zayed Stadium,,,
765,IPL-2021,Unknown,27-09-2020,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,4.0,SV Samson,Sharjah Cricket Stadium,,,
766,IPL-2021,Unknown,28-09-2020,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,tie,1,Unknown,0.0,0.0,AB de Villiers,Dubai International Cricket Stadium,,,
767,IPL-2021,Abu Dhabi,29-09-2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,1,Sunrisers Hyderabad,15.0,0.0,Rashid Khan,Sheikh Zayed Stadium,,,
768,IPL-2021,Unknown,30-09-2020,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,1,Kolkata Knight Riders,37.0,0.0,Shivam Mavi,Dubai International Cricket Stadium,,,
